start,end,speaker,emotion_raw,emotion,confidence,text_sentiment,text_sent_conf,audio_valence,audio_arousal,text_valence,valence_fused,fused_sentiment,affect_label,attitude_label,state_label,rms_energy,zcr,duration,speaking_rate,f0_mean,f0_std,voiced_ratio,text
2254.47,2260.38,0,sad,sad,0.7671,neutral,0.5245,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.055498,0.054746,5.900,7.627,169.037,48.635,0.676,저한테 경진들하고 얘기는 제가 경영을 했을 때도 그렇고 그걸 토대로 해서 이렇게 판단을 내릴 수밖에 없어요.
2260.39,2269.42,0,sad,sad,0.9680,neutral,0.4446,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.056748,0.053343,9.025,5.983,187.036,59.202,0.502,왜냐하면 계속 선택이니까 근데 계속 그러다 보니까 조금 제가 사람을 볼 때 약간 그 틀로 보는 경향이 좀 있는 것 같아요. 누구나 그럴.
2269.42,2277.43,0,sad,sad,0.8646,neutral,0.4066,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.061701,0.059576,8.010,5.868,191.359,39.984,0.693,"근데 문제는 뭐냐면 이렇게 자연스럽게 대화를 할 때 어, 너는 좀 그래라고 이제 저는 피드백을 많이 줬던 것 같아요."
2277.43,2287.30,0,sad,sad,0.8885,positive,0.4138,0.0000,0.0000,0.4138,0.2069,overall_neutral,중립,공감/배려,보통,0.053876,0.054479,9.875,5.772,169.593,31.422,0.670,지금까지 그래서 그 리더십 워크샵 이후로는 내가 안 그럴려고 노력을 하다 보니까 오히려 내가 명확히 더 그런 사람이었구나를 보게 되는 거.
2288.39,2290.93,0,sad,sad,0.9120,neutral,0.7063,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.075587,0.052411,2.540,11.024,149.482,16.263,0.625,"어, 그니까 뭔가 대화를 할 때 너는 어떤 사람이야, 어떤 사람이야?"
2290.95,2304.28,0,sad,sad,0.7276,neutral,0.6348,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.060158,0.060502,13.330,5.176,173.817,37.676,0.727,근데 정확하게 그 리더십 워크샵에서 그 강사님이 해주신 얘기가 너는 어떤 사람이야라고 피드백 하지 말고 너의 행위가 어땠어라고만 이야기하라라고 하는 게 어렵지만.
2304.39,2319.14,0,sad,sad,0.8830,neutral,0.4529,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.040243,0.075197,14.755,4.202,155.996,28.198,0.569,"되게 좀 그게 지금 우리가 어렵지만 가야하는 방식이지 않을까 싶기도 하더라고요. 일단 저는 그렇습니다. 그래서 지수님 자료는 뭐 보고 있어, 뭐 이."
2320.14,2322.63,1,sad,sad,0.5467,neutral,0.6443,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.058922,0.060847,2.490,7.229,190.433,52.735,0.731,힌트라도 링크. 이런 거 아닐까요? 그쵸.
2323.36,2343.84,2,sad,sad,0.8409,neutral,0.5322,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.095872,0.072166,20.475,5.226,230.625,48.282,0.816,"아니요, 그냥 그 퍼블리에서 강점에 대해 보다가 음 방점 휠이라는 게 있었고, 제가 그거를 뭐 그 휠을 쓰겠다는게 아니라 그런게 있길래, 어 그러면 어떻게 자료조사를 좀 해가지고, 우리 쿠카의 엠 디팀만의 그까, 서로 그냥 대화하는 것만으로도 충분하잖아요."
2344.22,2357.81,2,sad,sad,0.9084,positive,0.7288,0.0000,0.0000,0.7288,0.3644,overall_positive,긍정/낙관,공감/배려,보통,0.086315,0.076749,13.592,5.518,194.264,35.310,0.831,좋죠. 나 나의 강점은 뭐 이렇다고 생각했다. 그리고 이게 뭔가 저는 기분 나쁘거나 그러지 않을 것 같은 게 강점에 대해서만 진단을 하는 거라서. 오히려 약간 기분이 더 좋아 좋아진다.
2357.81,2365.28,2,sad,sad,0.8424,neutral,0.6182,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.093174,0.071350,7.471,7.094,200.035,35.527,0.799,"해야 되나 이런 건가요, 어 맞아요, 이런 이런 거였어요? 근데 이제 내용은 다 회사마다 다른 거 같았고, 그 안에 들어가는 것들."
2367.44,2380.44,2,sad,sad,0.8770,positive,0.4429,0.0000,0.0000,0.4429,0.2215,overall_neutral,중립,공감/배려,보통,0.104172,0.068239,13.000,5.615,211.929,39.700,0.749,"그래서 뭐 나쁠 거 전혀 없다. 오히려 강점을 부각하는 그 말의 힘처럼 진짜 아, 그래, 난 이런 사람이다 하고 더 발휘되지 않을까 생각을 했어요. 뭔가 준비한 게 하나도 없습니다."
2380.87,2382.78,2,sad,sad,0.4523,negative,0.4346,0.0000,0.0000,-0.4346,-0.2173,overall_neutral,중립,중립,긴장,0.110000,0.076237,1.910,6.806,257.548,46.673,0.967,정말 막 생각으로 써나가지고.
2384.36,2385.55,0,neu,neu,0.5134,positive,0.7822,0.0000,0.0000,0.7822,0.3911,overall_positive,긍정/낙관,공감/배려,보통,0.036317,0.046703,1.180,7.627,164.115,32.530,0.703,"음 좋은데요, 좋은."
2385.99,2389.41,3,sad,sad,0.8448,neutral,0.4164,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.032223,0.064376,3.420,5.263,149.578,26.449,0.523,꼭 꼭 해서 좀 알려주셨으면 좋겠어요. 음.
2391.49,2392.30,1,hap,hap,0.6885,negative,0.8206,0.0000,0.0000,-0.8206,-0.4103,overall_negative,짜증/불만,중립,몰입/열정,0.089862,0.070857,0.820,7.317,297.238,45.472,0.654,갑자기 부담.
2393.72,2394.51,0,hap,hap,0.4897,neutral,0.4485,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.047594,0.074883,0.790,10.127,179.724,34.603,0.680,"뭐 아니, 가볍게."
2394.68,2395.66,1,hap,hap,0.6189,neutral,0.4570,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.041797,0.058641,0.980,7.143,199.175,19.441,0.677,가볍게가볍게.
2397.83,2398.26,2,hap,hap,0.5792,neutral,0.4545,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.034598,0.068743,0.430,9.302,178.528,1.288,0.643,맞아요.
2404.11,2406.40,0,sad,sad,0.7587,neutral,0.4449,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.038064,0.055162,2.290,3.930,121.137,16.902,0.611,그리고 또 뭐 각자 예.
2409.27,2418.17,0,sad,sad,0.9639,neutral,0.4226,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.040949,0.066068,8.900,6.180,138.095,38.107,0.692,"더 궁금하거나 아니면은 더 난 요 얘기는 한번 언급은 하고 갔으면 좋겠다, 여기서 다루어 봤으면 좋겠다, 이런 게 있으면 있으실까요?"
2420.95,2421.79,0,neu,neu,0.5999,neutral,0.4939,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.042410,0.053584,0.840,7.143,208.033,31.755,0.815,없으실 거까.
2422.63,2424.34,1,neu,neu,0.5053,neutral,0.6366,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.026958,0.050112,1.710,7.602,203.144,31.076,0.963,일단 시 월 이상 걸로 넘어가면.
2424.37,2426.91,0,sad,sad,0.6120,neutral,0.6830,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.054504,0.053339,2.540,7.480,145.297,31.874,0.912,되요. 일단 시 오위상 걸로 넘어가 시 월 이상.
2427.45,2429.67,3,neu,neu,0.5654,neutral,0.4267,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.053135,0.054883,2.220,7.658,138.276,24.828,0.600,넘어가기 전에 한 오 분만 쉬면 안 되나요?
2430.47,2436.93,0,sad,sad,0.7267,positive,0.6193,0.0000,0.0000,0.6193,0.3096,overall_positive,긍정/낙관,공감/배려,보통,0.061670,0.079532,6.458,5.420,254.109,66.503,0.525,"어 네, 좋습니다. 아, 벌써 한 시간이나 했네, 그러면은 그냥 칠 분 쉬고 삼십 분에."
2437.19,2438.09,3,neu,neu,0.4860,neutral,0.7123,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.075636,0.081627,0.900,7.778,178.299,28.770,1.000,삼십 분에 시작.
2438.53,2444.90,0,neu,neu,0.4724,neutral,0.5101,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.033897,0.113130,6.368,4.711,164.945,25.547,0.360,"네, 삼십 분에 시작하겠다, 이따 뵙겠습니다. 아, 그때 겨울 습니다."
2445.20,2446.32,1,hap,hap,0.5242,neutral,0.6304,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.051442,0.078613,1.120,12.500,246.346,48.284,0.917,"아, 겨울리상에 사왔던 거예요."
2446.46,2451.38,0,sad,sad,0.3633,neutral,0.5514,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.052664,0.085757,4.920,7.317,251.115,99.561,0.383,"아니요, 아니요, 제가 사 왔습니다, 아, 제가 제가 여기서 한다, 두 개 하겠습니다."
2451.84,2454.02,1,neu,neu,0.6415,positive,0.9143,0.0000,0.0000,0.9143,0.4572,overall_positive,긍정/낙관,공감/배려,보통,0.042834,0.075924,2.180,7.339,226.598,28.050,0.928,"짱이다, 감사해요. 너무 맛있어요."
2462.14,2464.73,0,sad,sad,0.9224,neutral,0.5238,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.041015,0.059896,2.590,1.931,200.085,33.094,0.963,"응, 생 음."
2465.80,2467.46,1,neu,neu,0.8270,positive,0.4144,0.0000,0.0000,0.4144,0.2072,overall_neutral,중립,공감/배려,피곤/권태,0.039157,0.089900,1.660,3.012,223.947,34.506,0.615,그렇구나.
2472.08,2472.19,0,unknown,unknown,0.0000,neutral,0.4818,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.023354,0.101318,0.110,18.182,0.000,0.000,0.000,네.
2517.73,2517.80,2,unknown,unknown,0.0000,neutral,0.4550,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.014142,0.033203,0.070,28.571,0.000,0.000,0.000,그.
